IsCanceled,LeadTime,Adults,Meal,DistributionChannel,IsRepeatedGuest,BookingChanges,DepositType,CustomerType,ADR,TotalOfSpecialRequests,Minors,Staying,CancelRate,WasInWaitingList,Season,OriginalLeadTime
1,12,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,100.81,1,0,7,0.0,0,summer,63
0,63,3,HB       ,TA/TO,0,0,No Deposit     ,Transient,123.01,1,0,7,0.0,0,summer,63
0,101,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,95.71,2,1,7,0.0,0,summer,101
0,102,2,BB       ,Direct,0,0,No Deposit     ,Transient,118.61,0,0,7,0.0,0,summer,102
0,4,2,BB       ,Direct,0,0,No Deposit     ,Transient,85.36,1,0,3,0.0,0,summer,4
0,98,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,95.71,0,0,3,0.0,0,summer,98
0,92,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,100.81,2,2,6,0.0,0,summer,92
0,95,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,87.07,2,0,6,0.0,0,summer,95
0,102,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,123.01,1,0,7,0.0,0,summer,102
1,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,157.67,0,2,7,0.0,0,summer,26
1,28,3,HB       ,Direct,0,0,No Deposit     ,Transient,132.91,1,0,7,0.0,0,summer,73
1,29,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,87.07,1,0,7,0.0,0,summer,102
0,115,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,87.07,1,0,7,0.0,0,summer,115
0,102,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,87.07,2,1,7,0.0,0,summer,102
0,86,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,95.71,2,0,7,0.0,0,summer,86
0,78,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,123.01,2,1,7,0.0,0,summer,78
0,52,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,87.07,0,0,7,0.0,0,summer,52
0,29,3,BB       ,TA/TO,0,0,No Deposit     ,Transient,123.01,1,0,8,0.0,0,summer,29
1,48,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,123.01,1,0,8,0.0,0,summer,101
0,109,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,87.07,1,0,8,0.0,0,summer,109
0,92,2,BB       ,TA/TO,0,0,No Deposit     ,Contract,95.71,1,0,10,0.0,0,summer,92
0,92,2,BB       ,TA/TO,0,0,No Deposit     ,Contract,95.71,1,0,10,0.0,0,summer,92
0,79,2,HB       ,Direct,0,1,No Deposit     ,Transient,132.91,1,1,10,0.0,0,summer,79
0,2,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,157.67,0,2,1,0.0,0,summer,2
0,30,2,BB       ,TA/TO,0,0,No Deposit     ,Contract,95.71,0,0,1,0.0,0,summer,30
1,15,1,HB       ,TA/TO,0,0,No Deposit     ,Transient,87.07,0,0,1,0.0,0,summer,51
1,36,1,BB       ,Direct,0,1,No Deposit     ,Transient,118.61,0,0,1,0.0,0,summer,36
1,21,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,87.07,2,0,1,0.0,0,summer,73
1,15,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,95.71,0,0,1,0.0,0,summer,33
0,32,4,FB       ,Direct,0,2,No Deposit     ,Transient,73.50,1,0,1,0.0,0,summer,32
0,8,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,123.01,0,0,1,0.0,0,summer,8
0,100,2,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,87.07,1,0,2,0.0,0,summer,100
0,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,87.07,0,0,2,0.0,0,summer,1
0,100,2,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,87.07,2,0,2,0.0,0,summer,100
0,100,2,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,87.07,1,0,2,0.0,0,summer,100
0,9,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,1,0.0,0,summer,9
1,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,0,0,1,0.0,0,summer,5
0,0,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,93.72,0,0,1,0.0,0,summer,0
0,9,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,1,0.0,0,summer,9
0,2,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,1,0.0,0,summer,2
0,2,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,1,0.0,0,summer,2
0,9,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,1,0.0,0,summer,9
1,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,0,0,1,0.0,0,summer,5
0,2,2,BB       ,Direct,0,0,No Deposit     ,Transient,176.38,1,0,1,0.0,0,summer,2
0,44,3,HB       ,TA/TO,0,3,No Deposit     ,Transient,157.63,0,0,2,0.0,0,summer,44
0,80,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,0,0,2,0.0,0,summer,80
0,97,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,2,0,4,0.0,0,summer,97
0,109,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,2,1,5,0.0,0,summer,109
0,30,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,127.24,0,0,5,0.0,0,summer,30
0,64,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,127.24,0,0,5,0.0,0,summer,64
0,39,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,173.50,0,0,6,0.0,0,summer,39
0,90,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,6,0.0,0,summer,90
1,16,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,173.50,0,2,6,0.0,0,summer,34
1,28,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,0,0,7,0.0,0,summer,93
0,97,2,HB       ,Direct,0,1,No Deposit     ,Transient,136.79,1,2,7,0.0,0,summer,97
0,29,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,110.56,1,0,7,0.0,0,summer,29
1,4,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,7,0.0,0,summer,101
0,27,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,127.24,0,0,7,0.0,0,summer,27
0,8,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,173.50,1,2,9,0.0,0,summer,8
0,82,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,2,0,10,0.0,0,summer,82
0,94,3,BB       ,Direct,0,3,No Deposit     ,Transient,119.50,1,0,10,0.0,0,summer,94
0,110,2,BB       ,TA/TO,0,0,No Deposit     ,Contract,105.50,0,0,11,0.0,0,summer,110
0,96,1,HB       ,TA/TO,0,0,No Deposit     ,Contract,93.72,0,0,14,0.0,0,summer,96
0,79,2,HB       ,TA/TO,0,0,No Deposit     ,Contract,105.50,0,0,14,0.0,0,summer,79
0,115,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,157.63,0,2,5,0.0,0,summer,115
0,111,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,2,0,4,0.0,0,summer,111
0,51,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,157.63,2,0,4,0.0,0,summer,51
0,94,3,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,1,0,4,0.0,0,summer,94
0,81,2,HB       ,Direct,0,0,No Deposit     ,Transient,176.38,0,2,4,0.0,0,summer,81
0,84,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,105.50,2,1,4,0.0,0,summer,84
0,51,3,BB       ,TA/TO,0,0,No Deposit     ,Transient,157.63,2,0,4,0.0,0,summer,51
0,111,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,2,0,0,0.0,0,summer,111
0,0,1,BB       ,Direct,0,0,No Deposit     ,Transient,116.00,0,0,0,0.0,0,summer,0
0,2,2,BB       ,Direct,0,0,No Deposit     ,Transient,96.78,0,1,1,0.0,0,summer,2
0,7,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,2,0,2,0.0,0,summer,7
0,98,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,1,0,2,0.0,0,summer,98
0,95,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,1,0,3,0.0,0,summer,95
1,15,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,127.24,0,0,4,0.0,0,summer,48
0,66,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,4,0.0,0,summer,66
0,104,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,93.72,1,0,4,0.0,0,summer,104
0,28,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,127.24,0,0,5,0.0,0,summer,28
0,34,2,HB       ,Direct,0,0,No Deposit     ,Transient,182.32,0,0,5,0.0,0,summer,34
0,98,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,6,0.0,0,summer,98
0,104,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,127.24,0,0,6,0.0,0,summer,104
0,68,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,157.63,0,2,7,0.0,0,summer,68
1,76,1,HB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,7,0.0,0,summer,86
0,258,2,BB       ,TA/TO,0,0,No Deposit     ,Contract,93.72,0,0,7,0.0,0,summer,258
0,111,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,8,0.0,0,summer,111
1,41,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,0,0,10,0.0,0,summer,94
0,112,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,10,0.0,0,summer,112
0,100,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,105.50,1,0,10,0.0,0,summer,100
0,33,2,HB       ,Direct,0,5,No Deposit     ,Transient,182.32,1,0,10,0.0,0,summer,33
0,97,2,HB       ,TA/TO,0,0,No Deposit     ,Contract,105.50,2,0,10,0.0,0,summer,97
0,80,1,BB       ,Direct,0,1,No Deposit     ,Transient,96.78,0,0,11,0.0,0,summer,80
0,90,2,BB       ,TA/TO,0,0,No Deposit     ,Contract,105.50,0,0,14,0.0,0,summer,90
0,111,2,BB       ,TA/TO,0,0,No Deposit     ,Contract,93.72,0,0,14,0.0,0,summer,111
0,65,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,0,0,7,0.0,0,summer,65
1,6,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,2,0.0,0,summer,67
0,55,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,2,0,3,0.0,0,summer,55
0,21,2,HB       ,Direct,0,0,No Deposit     ,Transient,182.32,1,1,3,0.0,0,summer,21
0,8,2,BB       ,Direct,0,0,No Deposit     ,Transient,96.78,1,0,0,0.0,0,summer,8
0,8,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,0,0.0,0,summer,8
0,0,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,3,0,1,0.0,0,summer,0
0,0,3,HB       ,Direct,0,0,No Deposit     ,Transient,136.79,0,0,1,0.0,0,summer,0
0,0,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,3,0,1,0.0,0,summer,0
0,8,3,BB       ,TA/TO,0,2,No Deposit     ,Transient,173.50,1,2,4,0.0,0,summer,8
0,66,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,2,0,4,0.0,0,summer,66
0,88,3,HB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,1,0,4,0.0,0,summer,88
0,0,2,BB       ,Direct,0,2,No Deposit     ,Transient,96.78,0,0,4,0.0,0,summer,0
1,3,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,5,0.0,0,summer,43
1,3,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,127.24,2,0,7,0.0,0,summer,88
0,54,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,0,0,7,0.0,0,summer,54
1,188,2,BB       ,TA/TO,0,0,No Deposit     ,Contract,93.72,0,0,7,0.0,0,summer,292
0,112,2,HB       ,TA/TO,0,0,No Deposit     ,Contract,105.50,1,0,14,0.0,0,summer,112
0,68,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,127.24,1,0,3,0.0,0,summer,68
0,7,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,2,0,4,0.0,0,summer,7
0,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,4,0.0,0,summer,1
1,72,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,4,0.0,0,summer,113
0,5,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.50,1,0,4,0.0,0,summer,5
0,83,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,4,0.0,0,summer,83
1,96,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,4,0.0,0,summer,105
0,0,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,1,0.0,0,summer,0
1,1,2,BB       ,Corporate,0,0,No Deposit     ,Transient,104.69,1,0,1,0.0,0,summer,1
1,1,2,BB       ,Corporate,0,0,No Deposit     ,Transient,104.69,1,0,1,0.0,0,summer,1
0,1,2,BB       ,Corporate,0,0,No Deposit     ,Transient,104.69,1,0,2,0.0,0,summer,1
1,61,2,BB       ,Direct,0,0,No Deposit     ,Transient,96.78,1,0,5,0.0,0,summer,102
0,113,2,BB       ,Direct,0,1,No Deposit     ,Transient,116.00,1,0,6,0.0,0,summer,113
1,196,2,HB       ,TA/TO,0,0,No Deposit     ,Contract,105.50,1,1,7,0.0,0,summer,280
0,96,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,127.24,1,0,7,0.0,0,summer,96
0,394,2,HB       ,TA/TO,0,0,No Deposit     ,Contract,105.50,0,0,7,0.0,0,summer,394
0,33,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,127.24,0,0,7,0.0,0,summer,33
0,82,3,BB       ,Direct,0,0,No Deposit     ,Transient,96.78,1,0,8,0.0,0,summer,82
0,100,3,BB       ,TA/TO,0,1,No Deposit     ,Transient-Party,127.24,3,0,9,0.0,0,summer,100
0,100,2,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,127.24,2,0,9,0.0,0,summer,100
0,17,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,121.45,3,2,1,0.0,0,summer,17
0,68,3,BB       ,Direct,0,0,No Deposit     ,Transient,96.78,1,0,2,0.0,0,summer,68
0,12,2,BB       ,Direct,0,2,No Deposit     ,Transient,146.00,0,2,2,0.0,0,summer,12
1,40,2,BB       ,Direct,0,0,No Deposit     ,Transient,119.50,0,0,3,0.0,0,summer,77
1,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,121.45,1,2,3,0.0,0,summer,24
1,21,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,157.63,0,2,3,0.0,0,summer,44
0,78,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,2,1,3,0.0,0,summer,78
1,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,4,0.0,0,summer,17
1,91,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,4,0.0,0,summer,103
0,16,1,BB       ,Direct,0,0,No Deposit     ,Transient,96.78,1,0,4,0.0,0,summer,16
0,14,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,5,0.0,0,summer,14
0,77,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,5,0.0,0,summer,77
0,90,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,7,0.0,0,summer,90
0,90,2,BB       ,TA/TO,0,0,No Deposit     ,Contract,93.72,0,0,7,0.0,0,summer,90
0,90,2,BB       ,TA/TO,0,0,No Deposit     ,Contract,127.24,0,0,7,0.0,0,summer,90
0,366,2,HB       ,TA/TO,0,0,No Deposit     ,Contract,127.24,0,0,7,0.0,0,summer,366
0,249,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,7,0.0,0,summer,249
1,12,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,2,0,8,0.0,0,summer,69
0,10,2,BB       ,Direct,0,0,No Deposit     ,Transient,96.78,0,0,1,0.0,0,summer,10
0,22,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,2,0.0,0,summer,22
0,91,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,2,0.0,0,summer,91
0,23,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,2,0.0,0,summer,23
0,11,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,2,0.0,0,summer,11
0,3,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,2,0.0,0,summer,3
0,13,2,HB       ,TA/TO,0,2,No Deposit     ,Transient,157.63,1,1,2,0.0,0,summer,13
0,108,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,105.50,2,0,2,0.0,0,summer,108
